9e752ed9-b0f4-4135-9ace-892efa04c3ba,shenzhen-hefu-meibang-technology,Shenzhen Hefu Meibang Technology Co,,China,CN,"Ltdphase Ii 4G-095-4G-100 South China Leather Raw Materials Logisti Shenzhen Gu518000 Cn, Ltdphase Ii 4G-095-4G-100 South China Leather Raw Materials Logist Shenzhen Gu518000 Cn",Shenzhen,"{950300,950510}",,,,,,{},"{Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees A,Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees,Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees Artificial Christmas Trees}",0,{},LOW,0,,,,,,,false,,2026-04-20 16:49:36.353663 +00:00,2026-04-20 17:16:13.902612 +00:00
76fabf7d-8dd6-451e-9014-4b044a2d94ed,dong-yang-only-arts-crafts,Dong Yang Only Arts & Crafts Co,,China,CN,"Xicheng Industrial Park Baiyun Subdistrict Dongyang City Zhejiang China Dongyang Zj 322100, Xicheng Industrial Park Baiyun Subd Istrict Dongyang City Zhejiang Cn, Xicheng Industrial Park Baiyun Subdistrict Dongyang City Zhejiang China",,"{940350,950300,950510}",,,,,,{},"{Christmas Tree,Christmas Tree Sky Christmas Tree Sky Christmas Tree Sky Christmas Tree Sky Chr Istmas Tree Sky Christmas Tree Sky,Christmas Tree Sky Christmas Tree Sky Christmas Tree Sky Christmas Tree Sky Christmas Tree Sky Christmas Tree Sky Christmas Tree Sky Sealed Does Any Solid Wood}",0,{},LOW,0,,,,,,,false,,2026-04-20 16:49:37.273231 +00:00,2026-04-20 17:16:14.250716 +00:00
ffa8f921-bbaa-48aa-a41c-e8038dcd1f27,huizhou-northern-forest,Huizhou Northern Forest Co Ltd,,China,CN,"Yinshan Industrial Park Qiaobei Village Liangjing Town Huizhou, Yinshan Industrial Park Qiaobei Village Liangjing Town Huizhou Huizhou Gd China 516000, Yinshan Industrial Park Qiaobei Village Liangjing Town Huizhou 516000",Huizhou,{950510},,,,,,{},"{Artificial Christmas Tree Solid Wood,Artificial Christmas Tree,Artificial Christmas Tree Ocean Artificial Christmas Tree Ocean Artificial Christmas Tree Ocean}",0,{},LOW,0,,,,,,,false,,2026-04-20 16:49:49.839688 +00:00,2026-04-20 17:16:15.250705 +00:00
b78333c0-b91e-453e-bbaf-bba2516e2912,hangzhou-dongmei-e-commerce-lt,Hangzhou Dongmei E Commerce Co,,China,CN,"Room 306 3F Building 6 No 2 Jiuhua Road Jianggan District Hangzhou City Zhejiang Province, Room 606 6F Building 1 No 8 Jiuhe Road Jianggan District Hangzhou City Zhejiang Province, Room 606 6F Building 1 No 8J Iuhe Road Jianggan District Hangzhou City Zhejiang Province",Hangzhou,{950510},,,,,,{},"{Christmas Tree,Christmas Tree Christmas Tree Street Longgang District Shenzhen,Christmas Tree Christmas Tree Street Longgang District Shenzhen China}",0,{},LOW,0,,,,,,,false,,2026-04-20 16:49:48.564184 +00:00,2026-04-20 17:16:12.994924 +00:00
5c5dc803-5cad-4234-ba5f-4ce29e650e94,strong-international-enterprises,Strong International Enterprises,,China,CN,"Room 813 8/F Taiyau Building 181 Johnston Rd Wanchai Hong Kong, K Co Limited Room 813 8/F Taiyau Building 181 Johnston Rd Wanchai Hong Kong Wanchai Hong, Rm 813 8/F Tai Yau Building 181 Hong Kong Hong Kong China Te88801387",Hong Kong,{950510},,,,,,{},"{Christmas Glass Ornaments,Christmas Glass Ornaments Christmas Fabric Decorations,Christmas Glass Ornaments Christmas Glass Ornaments Christmas Fabric Decorations}",0,{},LOW,0,,,,,,,false,,2026-04-20 16:49:49.187753 +00:00,2026-04-20 17:16:13.602554 +00:00
39ee8448-a9c6-482f-b909-3caf8692a5de,shenzhenshi-anwuyou-supply-chain,Shenzhenshi Anwuyou Supply Chain Co,,China,CN,Ltd5E Block 8 The Penisular Garden Ii Wanghai Rd Shenzhen Gu518000 Cn,Shenzhen,{950510},,,,,,{},"{Artificial Christmas Tree Artificial Tree,Artificial Christmas Tree,Artificial Christmas Tree Artificial Christmas Tree Artificial Christmas Tree Artificial Christmas Tree Artificial Christmas Tree Artificial Christmas Tree Artificial Tree Artificial Tree}",0,{},LOW,0,,,,,,,false,,2026-04-20 16:49:37.877576 +00:00,2026-04-20 17:16:14.561336 +00:00
e717ad64-370d-4dcf-8fea-1e0b8b88028c,quality-tree-of-huizhou,Quality Tree Of Huizhou Co Ltd,,China,CN,"Shan Bian Group #6 Peng Xiang Rd Chen Wu Village Xiao Peng Gang Long Xi Street Bo Luo County Huizhou Guangdong, #6 Pengxiang Rd Chenwu Village Xiao Penggang Long Xi Street Bo Luo County Huizhou Cn, 6 Peng Xiang Rd Chen Wu Village Xiao Peng Gang Long Xi Street Hui Zhou 44516121 Cn",Huizhou,{950510},,,,,,{},"{Artificial Christmas Tree Artificial Christmas Tree Artificial Christmas Tree Lithium Manganese Dioxide Button Cell Mah,Artificial Christmas Trees,Artificial Christmas Tree Artificial Christmas Tree Lithium Manganese Dioxide Button Cell Mah}",0,{},LOW,0,,,,,,,false,,2026-04-20 16:49:47.939298 +00:00,2026-04-20 17:16:14.938204 +00:00
503ac66b-3459-47c2-945a-fa890a1f9732,hangzhou-jinyou-trade,Hangzhou Jinyou Trade Co Ltd,,China,CN,"Room 2001 Unit 3 Building 2 Shima O Jiangbin Commercial Center Hangzhou Cn, Room 2001 Unit 3 Building 2 Shimao Jiangbin Commercial Center Hangzhou Cn",Hangzhou,{950510},,,,,,{},"{Gts Christmas Tree Decoration Sets Gts Christmas Tree Decoration Sets Gts Artificial Christmas Tree Decoration Sets Trees Feet Gts Artificialchristmas Tree Decoration Sets Trees Feet,Gts Christmas Tree Decoration Sets Gts Christmas Tree Decoration Sets Gts Artificial Christmas Tree Decoration Sets Trees Feet,Gts Christmas Tree Decoration Sets Gts Christmas Tree Decoration Sets Gts Artificial Christmas Tree Decoration Sets Trees Feet Gts Artificialchristmas Tree Decoration Sets Trees Feet Spare Gts Gts Gts Gts Spare Gts Gts Gts Gts}",0,{},LOW,0,,,,,,,false,,2026-04-20 16:49:40.139877 +00:00,2026-04-20 17:16:16.295579 +00:00
a74b98bd-79bc-4823-aea6-0ed76d48aca7,dongguan-xionglianlong-christmas,Dongguan Xionglianlong Christmas,,China,CN,"No 60 Donghu Road New Jinglian Village Qiaotou Town Dongguan Guangdong China, No 60 Donghu Road New Jinglian Village Qiaotou Town Dongguan Guangdong China",Dongguan,{950510},,,,,,{},"{Artificial Christmas Tree,Artificial Christmas Tree Ocean,Christmas Tree Christmas Tree Christmas Tree Christmas Tree Solid Wood Tax}",0,{},LOW,0,,,,,,,false,,2026-04-20 16:49:41.458909 +00:00,2026-04-20 17:16:16.592744 +00:00
0ce9cb5b-c7dd-4a09-b904-34820fbe5c4d,yongxin-county-creative-arts-and,Yongxin County Creative Arts And,,China,CN,"Yongxin County Industrial Development Zone Ji'An Jiangxi China 343400, Cra Yongxin County Ind Development Zone Ji An 343400 Ji An China, Cra Yongxin County Ind Development Zone Ji'An 343000 Cn",,"{032025,950510,950590}",,,,,,{},"{Aafeshw Pkb Halloween Round Wreath Fcy Ctb Halloween Table Top Bcy Halloween Bouncy Orange Pumpkin Christmas Table Top Pine Tree Pfa Christmas Tinsel Tree Table Top Hebhw Cat Halloween Table Top Spa Halloween Table Top Halloween Tinsel Tree Fcy Dgbl Halloween Table Top Fcy Christmas Table Top Pine Tree Christmas Table Top Pine Tree Dcc Double Candy Cane Wreath Smwc Christmas Wreath Tree Christmas Tabletop Tree Fcy Swh Halloween Striped Witch Hat Bcy Halloween Bouncy Orange Pumpkin Harvest Turkey Wreath Halloween Witch Boots Cat Halloween Table Top Ctb Halloween Tabl,Christmas Tabletop Christmas Tabletop Tree Christmas Table Top Christmas Table Top Christmas Table Top Christmas Wreath Christmas Table Top Harvest Round Wreath Harvest Turkey Wreath Halloween Danglers Christmas Table Top Christmas Tabletop Tree Double Candy Cane Wreath Christmas Danglers Christmas Danglers Christmas Table Top Christmas Table Top Christmas Table Top Christmas Table Top Christmas Table Top Christmas Table Top Penguin Christmas Table Top Christmas Table Top Christmas Table Top Reindeer Christmas Table Top Canadian Pine Garland Kelly Home Centre Christmas Tinsel Tree Table Top Christmas Table Top Patriotic Round Wreath Patriotic Heart Wreath Crystal Cut Halloween Witch Boots Halloween Bouncy Orange Pumpkin Halloween Bouncy Witch Hats Fcy Sold Christmas Table Top Tree Christmas Tabletop Tree Trst Christmas Table Top Rdwr Christmas Table Top Shat Christmas Table Top Sfsm Christmas Wreath Smct Christmas Table Top Fcy Mplf Harvest Round Wreath Tky Harvest Turkey Wreath Christ,Fcy Cbch Patriotic Jumbo Paillette Chain Garland Dang Patriotic Danglers Fcy Flag Patriotic Flag Wreath Fcy Love Valentine Table Top Cbch Jumbo Holographic Paillette Chain Garland Valentine Curly Heart Wreaths Hrt Valentine Table Top Dang Valentine Dangler Fcy Cbch Jumbo Holographic Paillette Chain Garland Pat Wreath Cbch Jumbo Holographic Paillette Chain Garland Hebusa Patriotic Table Top Grbr Graduation Table Top Lgcap Graduation Table Top Mart Summer Table Top Ssdg Summer Table Top Dgrsummer Wreath Plm Summer Table Top Sudg Summer Table Top Wmln Summer Table Top Fcy Flag Patriotic Flag Wreath Rwb Patriotic Round Wreath Solid Wood}",0,{},LOW,0,,,,,,,false,,2026-04-20 16:49:40.738629 +00:00,2026-04-20 17:16:16.890313 +00:00
